store,address,lng,lat,city,district,city_district
문산점,경기도 파주시 문산읍 문향로 74 2층,126.78585520000001,37.8582919,경기도,파주시,경기도파주시
운정점,경기도 파주시 와석순환로 133 2층,126.74513470000001,37.712113,경기도,파주시,경기도파주시
금촌점,경기도 파주시 금빛로 44,126.7679054,37.7524966,경기도,파주시,경기도파주시
안중점(평택),"경기도 평택시 안중읍 안현로서8길 39 근생및위락시설 (염창수) 주건축물제1동, 2층",126.92142820000001,36.979372600000005,경기도,평택시,경기도평택시
송탄점,"경기도 평택시 관광특구로 21, 2층",127.0612608,37.067249600000004,경기도,평택시,경기도평택시
평택역점,경기도 평택시 평택동 41-5,127.0893902,36.993362299999994,경기도,평택시,경기도평택시
하남점,경기도 하남시 하남대로 815 명지캐럿108,127.20697,37.5412085,경기도,하남시,경기도하남시
병점점,경기도 화성시 효행로 1052 씨네샤르망 A-206,127.0424743,37.2139316,경기도,화성시,경기도화성시
동탄점,"경기도 화성시 동탄지성로 108 동탄삼성프라자 203호,204호",127.0636818,37.2084752,경기도,화성시,경기도화성시
향남점,경기도 화성시 향남읍 행정중앙2로 69-19 백현프라자 2층,126.9228383,37.1305645,경기도,화성시,경기도화성시
봉담점,경기도 화성시 봉담읍 와우안길 57,126.97551920000001,37.216412299999995,경기도,화성시,경기도화성시
거창점,경상남도 거창군 거창읍 거열로 131 2층,127.90811370000002,35.6892338,경상남도,거창군,경상남도거창군
동김해점,경상남도 김해시 인제로 174-1 가야서 2층,128.9041871,35.244211299999996,경상남도,김해시,경상남도김해시
김해삼계점,경상남도 김해시 삼계중앙로 23 파크프라자 2층,128.867522,35.2607824,경상남도,김해시,경상남도김해시
율하점,경상남도 김해시 율하2로115번길 13 2층,128.8143011,35.1708434,경상남도,김해시,경상남도김해시
아이스퀘어점,경상남도 김해시 김해대로 2342 아이스퀘어몰 2층(209호 210호),128.8832404,35.2257165,경상남도,김해시,경상남도김해시
남해점,"경상남도 남해군 남해읍 망운로 3, 2층",127.8936293,34.838052600000005,경상남도,남해군,경상남도남해군
밀양점,경상남도 밀양시 미리벌중앙로3길 24-17,128.74651129999998,35.482622799999994,경상남도,밀양시,경상남도밀양시
삼천포점,"경상남도 사천시 신항로 118, 1층",128.086623,34.9378234,경상남도,사천시,경상남도사천시
사천점,"경상남도 사천시 정동면 진삼로 1378, JM팰리스 1층",128.08346740000002,35.07459179999999,경상남도,사천시,경상남도사천시
